time,p_iq,p_am,p_wm,p_thm,r_iq,r_am,r_wm,r_thm
5.975626,1.0,-8.966758,0.032777667,-0.053784065,1.0,-288.0123,0.699259,-4.4290485
6.0106544,-1.0,87.85883,0.01147116,-0.05397256,-1.0,-466.5511,0.44210526,-4.402565
6.0456886,-1.0,-2.432239,3.8885457e-05,-0.053941146,-1.0,104.71204,0.7587891,-4.374542
6.080726,1.0,-0.024858704,2.2853152e-07,-0.054003976,1.0,-46.81729,0.85023993,-4.34831
6.1161413,1.0,-131.58745,-0.113202386,-0.054349553,1.0,-4045.794,1.8588693,-4.323491
6.15214,-1.0,0.2546945,-2.9701773e-06,-0.054255307,-1.0,-49.0135,0.7676728,-4.3023167
6.187184,1.0,50.76287,0.09898605,-0.054192472,1.0,460.51712,1.5659021,-4.2788177
6.2222276,-1.0,2.7410388,0.009395542,-0.054223888,-1.0,235.85866,0.6170208,-4.2630157
6.2572565,-1.0,33.036297,-0.094603226,-0.054192472,-1.0,-290.97623,-0.23802026,-4.253748
6.293175,-1.0,314.65707,0.06254836,-0.054192472,-1.0,-949.6955,-0.1991229,-4.246428
6.328238,1.0,7.1602993,-0.032753326,-0.054003976,1.0,176.03395,0.079554334,-4.242878
6.363284,1.0,112.96564,-0.010735543,-0.05406681,1.0,-4687.3374,0.01799139,-4.2434435
6.398314,-1.0,120.78117,0.08562836,-0.054003976,-1.0,-5100.788,-3.078344,-4.2447944
6.4334555,-1.0,78.57659,0.11283452,-0.05375265,-1.0,-803.27356,0.16095953,-4.2453914
6.4684925,1.0,122.33862,0.082964435,-0.0538469,1.0,363.04477,-0.19106394,-4.253308
6.5035276,1.0,-100.695625,0.017846994,-0.05381548,1.0,262.9856,0.13715845,-4.261916
6.5385528,-1.0,63.582844,-0.031390864,-0.054035395,-1.0,-42.34968,-0.05468359,-4.26911
6.5735826,1.0,-136.9162,-0.08314211,-0.05375265,1.0,221.057,0.25968203,-4.274231
6.6087484,-1.0,82.96714,-0.017372735,-0.053721234,-1.0,327.26474,-0.04846424,-4.281551
6.644075,1.0,-70.7496,0.0037468022,-0.053878315,1.0,717.9873,0.12974225,-4.2830276
6.6803226,1.0,150.1977,0.0827461,-0.053878315,1.0,267.02826,-0.42525527,-4.2969446
6.715369,1.0,131.04953,-0.0113324905,-0.0538469,1.0,29.11985,-0.73045427,-4.3092914
6.750405,-1.0,-90.473366,0.006272226,-0.053626988,-1.0,4698.3535,-1.2105875,-4.326036
6.7854705,-1.0,-104.30979,0.0065894374,-0.053658403,-1.0,-2897.5986,-1.7959551,-4.3342357
6.820901,1.0,84.48663,-0.03299424,-0.054098226,1.0,-147.8173,-0.36211476,-4.3413982
6.8576055,-1.0,-18.424484,0.00048603464,-0.054035395,-1.0,1446.4492,-0.27629158,-4.3536506
6.892629,-1.0,-100.127335,-0.08504343,-0.054286722,-1.0,-305.63968,-0.95208067,-4.3677564
6.927646,1.0,38.864124,-0.0010409753,-0.05412964,1.0,-1064.3175,-0.22480616,-4.374982
6.9626737,1.0,31.844822,-0.00089236326,-0.054318137,1.0,11.514861,0.027061732,-4.384501
6.9976997,1.0,16.387741,0.0069460208,-0.054286722,1.0,-4868.797,-0.33123475,-4.388931
7.0328035,1.0,21.77436,0.055361062,-0.054192472,1.0,10.759552,0.2570826,-4.3944283
7.0683055,-1.0,-162.88182,0.020255528,-0.054098226,-1.0,515.33185,-0.37927133,-4.40156
7.103338,-1.0,-20.118843,0.1386358,-0.054192472,-1.0,-83.83929,-0.098870166,-4.4125237
7.1383686,-1.0,21.80642,0.055357896,-0.054223888,-1.0,39.872257,-0.31361195,-4.4301796
7.1734033,1.0,2.639406,0.09293347,-0.05412964,1.0,1719.2006,0.3273154,-4.4537416
7.208463,1.0,-102.29262,-0.0824927,-0.054223888,1.0,12.701964,-1.2592638,-4.481293
7.244434,-1.0,-103.17168,-0.13902682,-0.054161057,-1.0,584.0301,-1.1040604,-4.50806
7.2803297,-1.0,-80.35977,-0.087966345,-0.05397256,-1.0,-292.9436,-1.2703837,-4.5308676
7.315359,-1.0,-88.80617,0.006250039,-0.0538469,-1.0,-817.3578,-0.72539306,-4.550691
